Location,Area (sqm),Property Type,Bedrooms,Bathrooms,Building Age (years),Furnishing Status,Floor Level,Amenities,Nearby Facility,Price 2023 (EGP),Price 2024 (EGP),Price 2025 (EGP)
Nasr City,319,Apartment,4,2,4,Semi-Furnished,4,Swimming Pool,Metro Station,"3,621,586","4,795,824","5,851,739"
Maadi,161,Villa,4,3,1,Semi-Furnished,8,Gym,Mall,"2,046,388","2,541,907","3,064,641"
New Cairo,282,Apartment,1,3,13,Semi-Furnished,16,None,School,"3,121,245","3,487,533","4,135,734"
Maadi,118,Villa,1,3,1,Semi-Furnished,15,Swimming Pool,Mall,"1,080,049","1,498,392","1,859,705"
Maadi,306,Apartment,5,1,12,Semi-Furnished,7,Garden,Mall,"3,768,694","5,211,415","6,004,037"
Sheikh Zayed,187,Villa,2,1,6,Furnished,16,Gym,Metro Station,"1,572,249","2,099,828","2,481,109"
New Cairo,342,Apartment,2,2,9,Furnished,14,Gym,Hospital,"5,560,168","7,769,770","8,979,431"
New Cairo,384,Apartment,5,1,12,Semi-Furnished,0,Garden,Mall,"5,182,490","6,547,271","8,031,228"
New Cairo,84,Villa,5,2,15,Furnished,11,Garden,School,"1,499,581","2,082,664","2,541,289"
New Cairo,190,Villa,4,1,25,Unfurnished,4,Gym,Metro Station,"2,328,465","2,614,125","3,092,864"
New Cairo,255,Apartment,5,3,13,Semi-Furnished,5,None,Mall,"4,786,078","5,789,739","7,049,391"
Sheikh Zayed,340,Villa,3,1,10,Unfurnished,0,Gym,Mall,"4,170,291","4,869,292","5,792,480"
Nasr City,213,Villa,2,2,9,Unfurnished,0,Garden,School,"2,011,198","2,330,476","2,856,290"
Maadi,192,Villa,5,1,5,Semi-Furnished,9,None,Mall,"2,883,991","3,294,213","3,937,963"
New Cairo,286,Apartment,3,3,3,Unfurnished,9,Swimming Pool,Mall,"3,978,389","5,119,089","6,098,002"
Nasr City,248,Apartment,3,2,20,Unfurnished,2,Gym,Mall,"2,958,528","3,947,850","4,909,044"
Nasr City,324,Villa,3,3,0,Unfurnished,16,Garden,Mall,"3,238,744","4,124,507","4,846,658"
Maadi,193,Villa,3,3,6,Semi-Furnished,18,Swimming Pool,School,"1,749,202","2,001,243","2,325,534"
Sheikh Zayed,270,Apartment,4,2,23,Semi-Furnished,10,Gym,Mall,"4,061,447","5,455,893","6,593,197"
6th of October,119,Villa,3,3,8,Unfurnished,17,Gym,Mall,"1,252,354","1,616,522","2,015,693"
6th of October,272,Apartment,4,3,7,Semi-Furnished,1,None,Mall,"3,201,083","3,893,956","4,625,179"
Nasr City,275,Villa,4,1,4,Semi-Furnished,8,Garden,Metro Station,"2,911,219","3,791,104","4,383,288"
Maadi,285,Villa,3,3,18,Unfurnished,16,Swimming Pool,School,"2,590,197","3,051,178","3,612,383"
6th of October,190,Villa,2,3,9,Semi-Furnished,13,Gym,Metro Station,"1,683,022","2,025,615","2,431,939"
Nasr City,135,Apartment,3,3,10,Furnished,3,None,Metro Station,"1,267,053","1,742,509","2,032,101"
Sheikh Zayed,345,Apartment,3,3,24,Semi-Furnished,16,Swimming Pool,School,"3,265,773","3,876,966","4,713,655"
6th of October,336,Apartment,3,2,14,Furnished,16,Swimming Pool,Metro Station,"2,418,005","3,000,735","3,750,244"
Nasr City,215,Apartment,2,1,5,Unfurnished,11,Gym,Metro Station,"1,974,989","2,699,893","3,226,842"
Nasr City,307,Villa,1,3,14,Semi-Furnished,19,Swimming Pool,Metro Station,"2,549,530","3,345,790","3,966,343"
New Cairo,277,Villa,1,3,4,Unfurnished,17,Gym,School,"4,657,634","5,210,314","6,200,640"
Sheikh Zayed,249,Apartment,4,2,28,Unfurnished,2,None,Mall,"2,909,715","3,329,269","3,866,995"
New Cairo,222,Villa,4,3,18,Unfurnished,10,None,Hospital,"3,112,898","3,431,511","4,249,334"
Maadi,239,Villa,2,2,21,Unfurnished,17,Swimming Pool,Hospital,"3,132,160","4,038,220","4,811,469"
New Cairo,93,Apartment,5,1,18,Unfurnished,3,Gym,School,"1,600,899","1,975,994","2,348,918"
New Cairo,100,Villa,1,1,9,Semi-Furnished,16,Garden,Hospital,"991,648","1,130,758","1,374,967"
6th of October,366,Villa,4,3,11,Furnished,17,None,School,"2,578,090","3,576,791","4,271,415"
Nasr City,397,Apartment,1,3,21,Semi-Furnished,4,Gym,School,"4,275,167","5,381,999","6,538,178"
Sheikh Zayed,373,Villa,2,3,3,Semi-Furnished,13,Gym,Hospital,"4,251,725","4,985,437","5,763,886"
New Cairo,134,Villa,2,2,17,Semi-Furnished,9,Gym,Metro Station,"2,323,785","2,905,152","3,577,324"
Sheikh Zayed,338,Villa,5,3,15,Semi-Furnished,14,Swimming Pool,Mall,"3,706,760","4,833,194","6,012,736"
New Cairo,235,Apartment,5,3,7,Furnished,0,Garden,Hospital,"3,795,015","4,261,315","5,176,972"
Maadi,209,Apartment,2,1,3,Semi-Furnished,15,Swimming Pool,Hospital,"2,342,726","2,770,065","3,449,996"
New Cairo,332,Villa,4,3,24,Unfurnished,10,None,Hospital,"5,724,115","7,682,276","8,950,952"
6th of October,384,Villa,1,1,22,Semi-Furnished,19,Swimming Pool,Hospital,"2,310,430","2,860,080","3,425,637"
Nasr City,167,Villa,3,3,11,Semi-Furnished,5,Gym,School,"1,725,727","2,181,273","2,639,735"
Maadi,198,Apartment,5,1,1,Furnished,15,Swimming Pool,School,"2,240,917","2,755,980","3,329,703"
New Cairo,330,Apartment,3,3,3,Furnished,1,Gym,Mall,"4,590,168","5,109,638","6,081,216"
Sheikh Zayed,348,Apartment,4,1,4,Unfurnished,0,Garden,Mall,"5,482,365","6,303,212","7,461,795"
Maadi,271,Villa,5,2,2,Semi-Furnished,8,Swimming Pool,Hospital,"2,737,758","3,377,470","3,926,925"
Maadi,331,Villa,3,1,8,Semi-Furnished,11,Swimming Pool,Hospital,"4,365,394","5,075,887","6,036,114"
New Cairo,125,Villa,4,1,28,Semi-Furnished,16,Swimming Pool,Hospital,"2,094,953","2,335,860","2,724,234"
Maadi,307,Villa,1,1,20,Unfurnished,14,Gym,Mall,"4,765,174","6,447,732","7,888,391"
Sheikh Zayed,215,Villa,4,3,17,Furnished,18,Gym,Hospital,"2,627,945","3,664,296","4,290,462"
Maadi,106,Apartment,5,3,10,Unfurnished,9,Swimming Pool,Metro Station,"885,150","1,184,280","1,368,858"
Sheikh Zayed,260,Villa,2,3,2,Semi-Furnished,11,Swimming Pool,Mall,"3,146,410","4,266,959","5,142,695"
New Cairo,207,Villa,1,2,29,Furnished,13,Garden,Metro Station,"3,336,853","3,912,771","4,732,587"
Nasr City,183,Villa,3,2,24,Furnished,8,Garden,Hospital,"1,258,929","1,747,631","2,162,154"
Maadi,60,Apartment,5,1,22,Unfurnished,12,None,School,"719,648","834,128","1,007,375"
Nasr City,306,Villa,2,2,1,Furnished,2,Garden,Metro Station,"2,870,019","3,976,207","4,710,009"
Sheikh Zayed,187,Apartment,4,1,8,Furnished,13,Garden,Mall,"1,762,958","2,465,402","3,033,187"
Maadi,250,Apartment,2,1,13,Semi-Furnished,9,Garden,Metro Station,"2,708,354","3,557,468","4,283,291"
6th of October,126,Apartment,5,1,3,Semi-Furnished,15,Gym,Mall,"1,091,579","1,522,035","1,762,407"
Nasr City,63,Apartment,5,2,28,Furnished,6,Garden,Hospital,"720,136","915,194","1,104,259"
Maadi,362,Apartment,2,3,8,Furnished,3,Garden,Metro Station,"4,755,803","5,601,682","6,950,578"
Nasr City,353,Villa,4,2,12,Unfurnished,19,Swimming Pool,School,"3,407,707","4,195,224","4,990,770"
Maadi,202,Villa,2,1,17,Unfurnished,10,Gym,Metro Station,"1,920,780","2,454,889","2,895,867"
New Cairo,250,Apartment,5,1,14,Furnished,15,None,School,"3,561,369","3,995,587","4,652,250"
Nasr City,80,Apartment,5,2,27,Semi-Furnished,19,None,Mall,"755,915","972,638","1,133,264"
6th of October,286,Apartment,3,1,9,Furnished,3,Garden,Hospital,"2,474,797","3,450,742","4,117,691"
6th of October,372,Villa,3,1,15,Furnished,16,None,Hospital,"3,433,116","3,972,226","4,804,678"
Sheikh Zayed,176,Villa,1,2,11,Semi-Furnished,12,None,School,"1,307,462","1,749,095","2,025,559"
Maadi,361,Apartment,5,2,19,Semi-Furnished,10,None,Mall,"5,522,295","7,578,630","9,427,488"
Nasr City,201,Villa,3,2,4,Unfurnished,2,Garden,Hospital,"1,322,188","1,828,733","2,241,136"
Sheikh Zayed,98,Villa,2,1,1,Unfurnished,8,None,Mall,"897,045","1,245,136","1,504,949"
Nasr City,311,Apartment,4,1,9,Unfurnished,5,Garden,School,"2,701,912","3,394,785","4,185,240"
Maadi,392,Apartment,2,3,0,Unfurnished,10,Swimming Pool,School,"5,716,022","7,963,519","9,221,904"
6th of October,266,Villa,4,3,6,Semi-Furnished,15,Swimming Pool,Metro Station,"2,513,124","3,335,402","3,994,757"
New Cairo,269,Villa,3,2,25,Furnished,18,None,Hospital,"4,155,792","4,772,933","5,789,613"
6th of October,174,Villa,1,3,16,Unfurnished,4,Swimming Pool,Hospital,"1,707,345","2,122,350","2,616,571"
Sheikh Zayed,284,Apartment,2,1,15,Unfurnished,13,Garden,Metro Station,"3,085,190","4,058,566","4,985,327"
New Cairo,193,Apartment,2,3,26,Semi-Furnished,16,Swimming Pool,School,"2,302,178","2,703,222","3,183,603"
Sheikh Zayed,310,Apartment,2,1,26,Semi-Furnished,2,None,School,"4,643,963","6,000,858","7,465,595"
Maadi,278,Villa,4,2,23,Furnished,3,Garden,School,"3,300,386","4,290,436","4,987,352"
New Cairo,150,Villa,3,2,2,Furnished,15,Gym,School,"2,591,039","2,976,612","3,683,597"
Sheikh Zayed,105,Apartment,2,1,13,Semi-Furnished,15,Garden,Mall,"942,784","1,196,889","1,492,633"
Maadi,97,Villa,2,3,9,Unfurnished,3,Swimming Pool,Hospital,"1,373,710","1,829,078","2,135,843"
6th of October,201,Apartment,1,2,21,Unfurnished,18,Gym,Hospital,"1,771,622","2,213,941","2,705,894"
Maadi,159,Villa,1,2,6,Unfurnished,16,Garden,School,"2,335,348","2,577,362","2,974,350"
Nasr City,387,Apartment,3,3,25,Furnished,12,Gym,School,"2,905,021","3,203,401","3,813,784"
Maadi,249,Villa,3,3,16,Unfurnished,0,Gym,School,"2,386,173","2,880,370","3,461,135"
Maadi,94,Villa,5,1,29,Unfurnished,11,Gym,Hospital,"1,130,104","1,557,124","1,881,106"
Nasr City,206,Apartment,1,3,5,Semi-Furnished,3,Garden,Hospital,"2,116,764","2,473,657","3,076,224"
Sheikh Zayed,89,Apartment,5,3,22,Unfurnished,10,Swimming Pool,School,"926,494","1,195,463","1,455,148"
Sheikh Zayed,393,Apartment,4,3,21,Semi-Furnished,4,Garden,Mall,"4,317,080","5,036,404","6,034,256"
Maadi,143,Apartment,5,1,3,Unfurnished,1,Swimming Pool,Metro Station,"1,879,786","2,249,166","2,768,650"
Nasr City,340,Apartment,2,1,16,Furnished,16,Garden,Metro Station,"3,242,686","4,391,935","5,468,194"
Nasr City,329,Villa,5,2,26,Unfurnished,7,Garden,Metro Station,"2,630,553","3,468,801","3,996,775"
6th of October,213,Apartment,3,1,8,Unfurnished,5,Garden,Hospital,"2,236,211","2,523,832","3,150,378"
Sheikh Zayed,161,Apartment,4,2,3,Semi-Furnished,8,Swimming Pool,Hospital,"1,773,287","2,178,680","2,524,247"
New Cairo,274,Apartment,2,3,6,Semi-Furnished,12,Garden,Metro Station,"3,833,694","4,250,611","5,234,367"
Sheikh Zayed,209,Apartment,5,2,22,Semi-Furnished,10,Gym,Metro Station,"1,915,590","2,383,506","2,807,850"
Sheikh Zayed,142,Apartment,4,2,1,Unfurnished,15,Garden,Mall,"1,459,037","1,894,896","2,204,177"
6th of October,169,Villa,4,3,16,Unfurnished,15,Gym,Hospital,"1,581,980","1,796,419","2,144,898"
New Cairo,334,Apartment,2,2,23,Furnished,1,None,Hospital,"7,201,446","8,545,707","10,377,870"
6th of October,260,Apartment,5,1,7,Unfurnished,9,None,Metro Station,"3,096,839","3,776,134","4,486,407"
New Cairo,343,Apartment,4,1,22,Furnished,11,Swimming Pool,Mall,"4,989,249","6,864,504","7,931,637"
Maadi,232,Villa,4,1,29,Semi-Furnished,7,Swimming Pool,Mall,"2,353,829","3,290,598","3,981,447"
New Cairo,386,Villa,1,1,14,Semi-Furnished,10,None,Metro Station,"6,802,086","7,573,942","9,393,509"
6th of October,265,Apartment,4,2,14,Semi-Furnished,9,Garden,Metro Station,"2,347,354","3,117,996","3,705,182"
Sheikh Zayed,122,Apartment,1,2,7,Furnished,12,Garden,Hospital,"1,070,638","1,297,097","1,519,722"
New Cairo,132,Villa,5,3,15,Unfurnished,16,Garden,Metro Station,"2,023,770","2,464,421","2,943,153"
New Cairo,310,Villa,5,2,18,Semi-Furnished,6,None,School,"5,450,895","7,229,411","8,348,786"
Nasr City,183,Villa,5,2,10,Unfurnished,2,Gym,Mall,"2,413,229","3,319,464","4,089,742"
Sheikh Zayed,180,Apartment,3,2,1,Unfurnished,19,Swimming Pool,Metro Station,"1,924,184","2,665,531","3,285,624"
Maadi,334,Apartment,5,3,22,Semi-Furnished,12,Gym,School,"3,531,812","4,496,480","5,435,345"
6th of October,179,Villa,4,1,23,Furnished,18,None,Mall,"1,558,037","1,880,763","2,229,288"
Maadi,376,Apartment,2,2,16,Unfurnished,6,Gym,School,"4,287,055","5,728,641","7,046,104"
Sheikh Zayed,223,Villa,1,3,27,Semi-Furnished,8,Garden,School,"2,048,451","2,407,545","2,902,220"
New Cairo,345,Villa,3,3,25,Unfurnished,18,Garden,Metro Station,"5,651,767","7,173,349","8,841,821"
New Cairo,324,Villa,5,3,15,Unfurnished,12,Gym,Mall,"4,386,608","5,297,152","6,426,218"
Sheikh Zayed,379,Apartment,5,1,24,Unfurnished,7,None,School,"4,724,353","6,127,435","7,527,190"
New Cairo,220,Villa,2,2,14,Unfurnished,17,Gym,Hospital,"3,155,171","3,698,238","4,474,337"
New Cairo,367,Villa,2,3,12,Unfurnished,1,Garden,Mall,"5,633,223","6,520,331","7,768,415"
New Cairo,148,Apartment,3,1,14,Furnished,17,Garden,Hospital,"2,567,902","3,532,076","4,400,241"
6th of October,201,Villa,1,3,26,Furnished,17,None,Metro Station,"1,993,248","2,253,449","2,713,404"
6th of October,262,Apartment,5,3,3,Semi-Furnished,10,Gym,Hospital,"2,338,056","2,926,749","3,542,856"
Nasr City,368,Villa,3,3,15,Furnished,0,Garden,Mall,"4,682,328","5,460,792","6,400,315"
Maadi,286,Apartment,4,3,29,Furnished,13,Garden,School,"3,456,759","3,842,807","4,659,653"
Sheikh Zayed,393,Villa,4,3,11,Furnished,15,Gym,School,"3,240,338","3,599,386","4,345,038"
Sheikh Zayed,281,Villa,3,1,29,Unfurnished,10,Gym,Mall,"3,560,887","4,104,159","4,795,644"
Sheikh Zayed,100,Villa,5,2,3,Unfurnished,0,Swimming Pool,School,"1,221,509","1,661,291","1,920,383"
Nasr City,255,Villa,3,2,2,Semi-Furnished,6,None,Hospital,"2,101,887","2,490,197","3,014,224"
6th of October,127,Villa,5,2,21,Semi-Furnished,15,None,School,"1,174,312","1,626,584","1,994,793"
Nasr City,323,Apartment,2,2,16,Semi-Furnished,13,Gym,School,"3,190,775","4,066,600","4,889,437"
Sheikh Zayed,61,Apartment,3,1,21,Unfurnished,14,None,Hospital,"686,116","844,598","990,441"
Maadi,184,Villa,5,1,17,Furnished,13,Garden,Hospital,"2,114,595","2,694,050","3,277,723"
New Cairo,169,Villa,3,1,24,Furnished,10,Gym,Hospital,"2,340,224","2,937,004","3,401,081"
6th of October,145,Villa,3,3,17,Unfurnished,15,Gym,Metro Station,"1,804,360","2,395,528","2,860,699"
6th of October,179,Apartment,5,3,22,Semi-Furnished,18,Gym,Hospital,"1,435,450","1,700,648","1,983,528"
Nasr City,186,Apartment,5,3,27,Semi-Furnished,16,Swimming Pool,Hospital,"1,453,593","1,752,910","2,048,181"
6th of October,314,Villa,1,2,16,Semi-Furnished,5,None,Metro Station,"2,863,386","3,917,765","4,584,684"
Sheikh Zayed,242,Apartment,3,3,11,Unfurnished,10,Swimming Pool,School,"2,407,309","3,331,564","3,960,133"
Sheikh Zayed,75,Villa,4,2,22,Semi-Furnished,16,Garden,Hospital,"992,058","1,356,905","1,567,381"
Nasr City,121,Villa,3,3,20,Semi-Furnished,8,None,Mall,"990,595","1,214,305","1,444,755"
Sheikh Zayed,217,Villa,3,2,23,Unfurnished,17,Swimming Pool,Hospital,"1,925,084","2,568,273","3,084,935"
Maadi,327,Apartment,5,3,3,Furnished,16,Gym,Hospital,"5,038,461","6,262,307","7,504,306"
Nasr City,94,Villa,3,3,11,Unfurnished,11,Swimming Pool,Metro Station,"753,798","941,691","1,118,991"
Maadi,326,Villa,3,1,25,Unfurnished,4,Gym,Mall,"4,494,122","5,219,491","6,440,407"
New Cairo,123,Villa,4,3,22,Unfurnished,10,Swimming Pool,School,"1,851,265","2,364,694","2,753,763"
Maadi,109,Apartment,5,3,21,Unfurnished,3,Swimming Pool,School,"1,321,046","1,526,919","1,833,173"
New Cairo,314,Apartment,3,1,20,Furnished,3,Swimming Pool,Mall,"3,825,698","4,588,808","5,305,598"
New Cairo,208,Apartment,2,2,19,Semi-Furnished,2,Gym,Hospital,"2,410,231","3,269,501","3,783,190"
Maadi,384,Villa,1,1,14,Unfurnished,16,Swimming Pool,Metro Station,"6,185,210","7,187,973","8,678,662"
Nasr City,363,Apartment,4,1,22,Furnished,6,None,Mall,"2,810,230","3,151,245","3,802,298"
Sheikh Zayed,335,Villa,3,2,27,Semi-Furnished,3,None,Mall,"3,617,694","4,054,358","5,018,498"
Sheikh Zayed,231,Apartment,2,3,15,Semi-Furnished,12,None,School,"2,428,652","3,356,968","4,047,790"
New Cairo,260,Villa,3,2,4,Semi-Furnished,11,Gym,Metro Station,"3,887,020","4,866,846","6,063,988"
New Cairo,383,Apartment,3,3,20,Unfurnished,0,Gym,Mall,"4,891,146","5,981,009","6,907,285"
Nasr City,94,Villa,5,3,14,Unfurnished,18,None,Metro Station,"1,254,824","1,685,559","1,954,913"
6th of October,275,Apartment,5,2,16,Semi-Furnished,19,None,Hospital,"2,400,623","3,242,636","3,743,321"
Maadi,124,Apartment,5,1,17,Semi-Furnished,17,None,School,"1,569,914","1,883,359","2,200,757"
New Cairo,67,Apartment,2,2,4,Semi-Furnished,10,Garden,Hospital,"949,408","1,241,907","1,495,414"
Sheikh Zayed,360,Villa,3,3,12,Semi-Furnished,19,None,Metro Station,"3,207,365","4,270,084","5,186,261"
Nasr City,391,Apartment,1,2,18,Semi-Furnished,2,Swimming Pool,Hospital,"3,783,229","4,904,560","5,662,602"
Maadi,135,Apartment,4,2,29,Semi-Furnished,16,Garden,School,"1,467,933","1,681,485","2,092,772"
Nasr City,233,Apartment,5,3,12,Furnished,11,Garden,Metro Station,"2,769,589","3,774,298","4,658,302"
Maadi,106,Apartment,5,1,17,Semi-Furnished,9,Gym,Mall,"1,131,356","1,427,464","1,683,924"
Maadi,74,Villa,3,2,13,Unfurnished,7,Swimming Pool,Hospital,"948,667","1,123,925","1,301,189"
New Cairo,206,Apartment,3,3,29,Unfurnished,14,Gym,School,"3,375,419","4,143,558","4,835,485"
Nasr City,85,Villa,2,3,3,Unfurnished,4,Gym,Mall,"883,271","981,554","1,141,248"
Nasr City,367,Villa,2,2,3,Semi-Furnished,3,Swimming Pool,School,"3,365,740","3,831,424","4,453,373"
Sheikh Zayed,152,Villa,5,1,19,Unfurnished,19,Gym,Metro Station,"1,389,051","1,846,971","2,219,793"
Sheikh Zayed,291,Villa,3,2,19,Furnished,18,Swimming Pool,Metro Station,"2,939,247","3,233,182","3,797,646"
New Cairo,80,Apartment,1,1,18,Semi-Furnished,3,Swimming Pool,Hospital,"1,349,115","1,652,626","1,959,707"
New Cairo,366,Villa,4,1,12,Unfurnished,14,Gym,School,"4,777,977","6,004,738","7,499,621"
6th of October,97,Villa,3,1,11,Furnished,16,None,School,"752,410","839,983","1,023,462"
Sheikh Zayed,335,Villa,3,1,6,Furnished,11,Gym,School,"4,804,373","6,687,320","8,325,032"
Maadi,216,Villa,2,2,24,Unfurnished,2,Garden,Metro Station,"2,982,107","3,482,616","4,054,656"
Nasr City,238,Apartment,4,3,11,Furnished,9,Gym,Hospital,"2,904,621","3,460,158","4,111,408"
New Cairo,191,Apartment,5,3,20,Unfurnished,14,Swimming Pool,School,"2,724,853","3,245,798","3,912,722"
Nasr City,370,Villa,3,3,3,Furnished,9,Garden,School,"2,997,284","3,504,200","4,056,727"
Nasr City,87,Villa,5,3,26,Semi-Furnished,17,Swimming Pool,Mall,"644,856","709,626","816,368"
6th of October,319,Villa,3,3,1,Semi-Furnished,0,None,School,"2,662,716","3,511,599","4,273,768"
Sheikh Zayed,135,Apartment,5,3,1,Semi-Furnished,2,None,Hospital,"1,164,622","1,618,888","1,965,625"
New Cairo,126,Apartment,4,2,4,Semi-Furnished,11,Garden,Mall,"1,651,232","1,927,463","2,295,761"
Nasr City,253,Apartment,2,1,22,Semi-Furnished,0,None,Mall,"3,141,539","4,080,590","4,892,482"
New Cairo,221,Apartment,4,3,9,Unfurnished,2,None,Mall,"2,743,432","3,628,378","4,323,373"
Maadi,316,Apartment,1,2,9,Semi-Furnished,2,Gym,Metro Station,"2,928,783","3,967,117","4,571,708"
6th of October,131,Villa,2,3,8,Semi-Furnished,4,Gym,Mall,"1,147,099","1,407,248","1,665,531"
Maadi,146,Apartment,4,3,12,Semi-Furnished,18,None,School,"2,258,160","2,689,196","3,140,197"
New Cairo,321,Apartment,1,1,6,Semi-Furnished,0,None,Metro Station,"3,935,013","4,712,526","5,465,788"
New Cairo,273,Villa,3,1,4,Furnished,3,Gym,Metro Station,"3,766,648","4,948,571","6,164,297"
Sheikh Zayed,212,Apartment,3,1,25,Semi-Furnished,3,None,Metro Station,"1,787,153","2,403,782","2,908,422"
Nasr City,269,Apartment,5,3,9,Semi-Furnished,16,None,Metro Station,"2,539,752","2,932,103","3,585,568"
Nasr City,120,Apartment,2,3,9,Unfurnished,13,Swimming Pool,Metro Station,"1,632,519","1,977,441","2,336,419"
Maadi,327,Villa,3,3,5,Furnished,17,None,Metro Station,"4,423,932","6,063,362","7,211,246"
6th of October,321,Apartment,2,1,26,Unfurnished,0,Garden,Metro Station,"2,128,424","2,856,362","3,352,491"
Nasr City,277,Villa,3,2,27,Semi-Furnished,15,Swimming Pool,Mall,"3,780,098","5,274,966","6,117,360"
Sheikh Zayed,342,Villa,5,3,18,Unfurnished,2,Garden,Hospital,"4,764,608","6,319,178","7,380,188"
Maadi,195,Apartment,4,3,20,Unfurnished,8,None,School,"2,867,288","3,492,238","4,294,585"
Maadi,152,Apartment,5,3,7,Semi-Furnished,3,Gym,School,"2,141,996","2,735,738","3,331,458"
Sheikh Zayed,168,Apartment,1,2,0,Furnished,4,Swimming Pool,Mall,"1,978,513","2,568,712","3,094,509"
6th of October,300,Apartment,3,3,27,Furnished,10,Gym,Mall,"2,938,966","3,302,036","3,954,218"
Sheikh Zayed,201,Villa,1,2,16,Unfurnished,8,Swimming Pool,Metro Station,"2,253,529","2,846,994","3,536,660"
6th of October,350,Apartment,1,3,6,Semi-Furnished,2,Gym,Hospital,"2,623,673","3,444,349","3,986,054"
Sheikh Zayed,296,Villa,2,2,13,Unfurnished,5,Swimming Pool,Metro Station,"2,267,498","2,608,068","3,072,461"
Sheikh Zayed,399,Villa,3,3,20,Unfurnished,10,Swimming Pool,Mall,"4,574,889","6,103,769","7,232,928"
New Cairo,371,Villa,1,1,29,Unfurnished,8,Garden,Metro Station,"7,058,716","9,000,793","11,055,158"
Maadi,236,Villa,4,1,20,Semi-Furnished,14,Gym,School,"2,617,414","3,626,863","4,530,864"
Sheikh Zayed,200,Villa,1,1,16,Semi-Furnished,2,Garden,School,"2,205,485","2,454,102","2,881,280"
Sheikh Zayed,248,Apartment,4,1,8,Furnished,0,Garden,Metro Station,"2,792,266","3,293,751","4,075,789"
Nasr City,108,Villa,2,3,16,Semi-Furnished,19,Gym,Hospital,"819,592","1,049,460","1,294,050"
Maadi,361,Villa,1,1,4,Unfurnished,18,Swimming Pool,Metro Station,"4,177,998","4,967,506","5,824,231"
Nasr City,249,Apartment,5,2,25,Unfurnished,13,Garden,Metro Station,"2,544,504","3,344,312","3,979,508"
Maadi,195,Apartment,2,1,24,Furnished,16,Gym,Hospital,"3,162,476","4,198,825","5,000,663"
Nasr City,102,Villa,4,1,29,Semi-Furnished,13,Swimming Pool,Hospital,"727,773","822,933","1,026,874"
Sheikh Zayed,149,Villa,2,1,19,Unfurnished,16,Garden,Hospital,"1,412,950","1,772,060","2,069,924"
Sheikh Zayed,354,Apartment,1,3,28,Furnished,13,Garden,School,"4,597,796","5,759,508","7,083,710"
New Cairo,304,Villa,3,1,7,Furnished,11,Garden,Metro Station,"4,907,053","5,941,383","7,031,147"
Nasr City,251,Apartment,3,2,5,Unfurnished,15,Swimming Pool,Mall,"3,104,057","4,283,218","5,238,748"
6th of October,377,Apartment,4,1,10,Unfurnished,0,Garden,Hospital,"3,154,974","4,253,700","5,070,415"
New Cairo,165,Villa,4,1,18,Semi-Furnished,12,Swimming Pool,Hospital,"2,373,696","3,107,555","3,753,417"
Nasr City,369,Apartment,3,1,3,Furnished,5,None,Metro Station,"3,844,100","5,052,293","6,230,797"
Nasr City,292,Villa,4,2,17,Unfurnished,16,Garden,Mall,"2,575,944","3,190,345","3,925,453"
New Cairo,324,Villa,2,1,0,Furnished,11,None,Metro Station,"4,075,795","5,609,510","6,936,957"
Sheikh Zayed,96,Villa,5,2,12,Semi-Furnished,18,Gym,Metro Station,"1,073,727","1,404,842","1,623,944"
Nasr City,364,Apartment,5,2,13,Unfurnished,5,Garden,Hospital,"3,797,894","5,008,262","6,106,098"
Sheikh Zayed,100,Villa,2,1,23,Semi-Furnished,6,Gym,Hospital,"1,159,281","1,574,891","1,833,172"
New Cairo,76,Apartment,5,2,0,Furnished,0,Gym,School,"816,559","965,354","1,150,299"
Sheikh Zayed,336,Villa,1,3,29,Semi-Furnished,0,Gym,Mall,"3,171,144","4,256,059","5,127,951"
Maadi,366,Villa,2,1,28,Semi-Furnished,4,None,Mall,"4,239,543","4,911,816","5,846,407"
6th of October,118,Apartment,4,1,10,Furnished,5,Swimming Pool,Hospital,"1,214,556","1,461,843","1,757,079"
Nasr City,242,Villa,2,2,16,Semi-Furnished,15,None,Hospital,"2,399,825","2,881,430","3,600,786"
6th of October,100,Villa,3,2,3,Furnished,15,None,Hospital,"834,013","1,162,246","1,352,298"
Sheikh Zayed,98,Apartment,4,1,25,Unfurnished,13,Gym,Mall,"1,088,097","1,476,506","1,797,713"
Nasr City,251,Apartment,3,3,11,Furnished,0,Garden,School,"1,687,969","2,211,832","2,631,196"
Sheikh Zayed,326,Apartment,4,2,9,Furnished,12,Swimming Pool,Mall,"4,161,205","5,484,956","6,380,655"
Maadi,206,Villa,5,2,5,Unfurnished,19,Gym,Hospital,"2,497,184","3,167,982","3,693,467"
New Cairo,392,Apartment,2,3,24,Furnished,9,Swimming Pool,Hospital,"7,671,780","10,618,719","13,219,534"
Nasr City,186,Apartment,1,3,0,Unfurnished,9,None,School,"2,221,331","2,774,171","3,434,313"
Maadi,105,Villa,4,1,6,Unfurnished,8,Swimming Pool,Metro Station,"1,142,849","1,387,597","1,721,597"
Maadi,104,Apartment,4,3,25,Furnished,12,Swimming Pool,Metro Station,"1,346,129","1,546,582","1,931,918"
Nasr City,60,Villa,3,1,26,Semi-Furnished,2,Garden,Mall,"804,237","1,074,350","1,257,883"
Sheikh Zayed,227,Villa,5,3,20,Semi-Furnished,17,Gym,Metro Station,"2,234,839","2,950,733","3,498,223"
